จบจากโรงเรียน,No_computer,working,not_working,no_boy,no_girl,total_student,no_classroom,total_teacher,total_teacher_rank1,total_teacher_rank2,total_teacher_rank3,total_teacher_rank4,total_teacher_rank5
ดัดดรุณี,264,244,20,0,2865,2865,72,113,42,29,42,0,0
วัดโสธรวรารามวรวิหาร,221,221,0,2106,1570,3676,102,102,56,20,26,0,0
เบญจมราชรังสฤษฎิ์3ชนะสงสารวิทยา,72,63,9,273,229,502,15,18,3,4,11,0,0
เบญจมราชรังสฤษฎิ์2,411,411,55,1206,928,2134,61,82,29,22,30,1,0
เตรียมอุดมศึกษาเปร็งวิสุทธาธิบดี,55,54,1,205,228,433,16,10,6,1,3,0,0
เบญจมราชรังสฤษฎิ์5,81,71,11,43,26,69,6,7,4,2,1,0,0
เตรียมอุดมศึกษาพัฒนาการฉะเชิงเทรา,95,78,17,86,52,138,6,17,3,4,10,0,0
บางน้ำเปรี้ยววิทยา,125,125,0,262,282,544,18,19,8,2,9,0,0
ดอนฉิมพลีพิทยาคม,116,114,2,273,377,650,19,27,9,9,9,0,0
หมอนทองวิทยา,91,91,0,205,209,414,17,21,5,6,10,0,0
ไผ่ดำพิทยาคมรัชมังคลาภิเษก,38,38,0,122,93,215,9,12,6,1,5,0,0
การทำมาหากินวัดโพธิ์เฉลิมรักษ์(อนุสรณ์วันเด็กแห่ง,33,22,11,42,19,61,6,6,3,3,0,0,0
"บางปะกง""บวรวิทยายน""",128,128,0,516,574,1090,34,34,17,10,7,0,0
พุทธิรังสีพิบูล,252,250,20,399,407,806,24,37,4,9,24,0,0
วิทยาราษฎร์รังสรรค์,58,58,0,119,72,191,9,10,2,3,5,0,0
ผาณิตวิทยา,36,31,4,47,3,50,6,9,1,2,6,0,0
วัดเปี่ยมนิโครธาราม,99,84,8,84,80,164,6,12,0,3,9,0,0
บางคล้าพิทยาคม,100,83,17,25,26,51,6,8,4,0,4,0,0
หนองแหนวิทยา,40,31,9,165,106,271,13,15,6,6,3,0,0
กาญจนาภิเษกวิทยาลัยฉะเชิงเทรา,157,0,0,319,343,662,24,28,2,6,20,0,0
พนมสารคาม(พนมอดุลวิทยา),488,374,81,1110,1739,2849,70,120,49,34,36,1,0
ราชสาส์นวิทยา,39,39,0,65,38,103,12,9,3,3,3,0,0
สนามชัยเขต,150,140,0,570,709,1279,41,41,21,13,7,0,0
ไผ่แก้ววิทยา,124,90,34,238,189,427,14,16,4,4,8,0,0
หนองไม้แก่นวิทยา,47,23,24,38,62,100,6,9,6,1,2,0,0
แปลงยาวพิทยาคม,89,57,32,298,298,596,24,19,3,6,10,0,0
มัธยมสิริวัณวรี3ฉะเชิงเทรา,10,78,31,346,501,847,24,28,19,8,1,0,0
ก้อนแก้วพิทยาคม,46,46,8,70,39,109,8,11,3,3,5,0,0
ปราจิณราษฎรอำรุง,281,281,0,1392,2045,3437,84,150,60,35,54,1,0
ปราจีนกัลยาณี,,,,1392,2045,3437,84,150,60,35,54,1,0
"ปราจิณราษฎรอำรุง๒""อดุลศาสนกิจศึกษา""",17,12,5,15,10,25,5,6,2,2,2,0,0
ไทยรัฐวิทยา๗,45,45,0,114,100,214,12,8,1,0,7,0,0
กบินทร์วิทยา,340,340,0,711,879,1590,44,53,14,7,32,0,0
ลาดตะเคียนราษฎร์บำรุง,36,32,4,89,123,212,7,12,6,4,2,0,0
กบินทร์บุรี,88,84,3,144,145,289,12,13,5,1,7,0,0
วังตะเคียนวิทยาคม,108,97,11,314,342,656,19,28,15,1,12,0,0
วังดาลวิทยาคม,38,18,20,63,71,134,6,7,6,0,1,0,0
มณีเสวตรอุปถัมภ์,,,,63,71,134,6,7,6,0,1,0,0
ร่มเกล้าปราจีนบุรี,55,55,0,118,124,242,8,8,3,3,2,0,0
ชิตใจชื่น,74,54,20,265,249,514,15,17,6,2,9,0,0
กระทุ่มแพ้ววิทยา,20,14,6,42,36,78,6,4,2,1,1,0,0
ประจันตราษฎร์บำรุง,171,171,0,649,734,1383,39,60,14,10,34,2,0
สุวรรณวิทยา,,,,649,734,1383,39,60,14,10,34,2,0
วัดพรหมประสิทธิ์,69,59,10,72,60,132,6,12,0,5,7,0,0
ศรีมหาโพธิ,,,,72,60,132,6,12,0,5,7,0,0
กรอกสมบูรณ์วิทยาคม,48,36,12,85,113,198,8,6,4,2,0,0,0
ศรีมโหสถ,117,107,10,335,304,639,19,18,5,7,6,0,0
เมืองนครนายก,31,19,12,58,66,124,11,8,4,1,3,0,0
นครนายกวิทยาคม,285,285,0,1145,1566,2711,72,111,42,26,43,0,0
นวมราชานุสรณ์,120,120,0,406,413,819,29,25,2,4,18,1,0
ปิยชาติพัฒนาในพระราชูปถัมภ์ฯ,74,22,52,289,289,578,18,30,0,2,28,0,0
อุบลรัตนราชกัญญาราชวิทยาลัย,29,29,0,101,86,187,12,5,2,0,3,0,0
ปากพลีวิทยาคาร,129,128,1,276,215,491,15,21,7,3,11,0,0
บ้านนานายกพิทยากร,231,211,20,946,1219,2165,51,84,24,19,41,0,0
เขาเพิ่มนารีผลวิทยา,40,33,7,131,152,283,12,10,3,2,5,0,0
เลขธรรมกิตติ์วิทยาคม,,,,131,152,283,12,10,3,2,5,0,0
องครักษ์,245,245,0,646,884,1530,42,49,21,10,18,0,0
ภัทรพิทยาจารย์,33,33,0,172,165,337,15,16,7,3,6,0,0
คลองหาดพิทยาคม,156,153,3,460,537,997,36,51,28,5,18,0,0
วังน้ำเย็นวิทยาคม,349,403,49,815,1301,2116,60,98,47,17,32,2,0
สระแก้ว,145,185,0,1261,1731,2992,85,133,49,30,54,0,0
วังหลังวิทยาคม,94,93,3,173,253,426,19,22,13,2,7,0,0
ท่าเกษมพิทยา,,,,173,253,426,19,22,13,2,7,0,0
วังสมบูรณ์วิทยาคม,140,135,15,353,446,799,24,31,6,9,16,0,0
วังไพรวิทยาคม,108,92,16,131,117,248,11,13,10,2,1,0,0
อรัญประเทศ,272,235,37,917,1438,2355,64,96,18,23,55,0,0
ทัพราชวิทยา,150,130,20,372,431,803,27,23,15,5,3,0,0
คลองน้ำใสวิทยาคาร,84,54,30,207,213,420,14,26,8,3,15,0,0
ร่มเกล้าวัฒนานครสระแก้วรัชมังคลาภิเษก,50,50,0,173,187,360,10,17,12,2,3,0,0
ซับม่วงวิทยา,67,43,24,116,138,254,12,15,6,5,4,0,0
ตาพระยา,140,120,20,413,611,1024,41,53,22,13,18,0,0
ทัพพระยาพิทยา,96,94,2,452,579,1031,36,33,5,18,10,0,0
สวนผึ้งวิทยา,109,91,18,557,726,1283,36,44,19,14,11,0,0
ปากท่อพิทยาคม,117,106,11,303,322,625,18,24,8,4,12,0,0
เบญจมราชูทิศราชบุรี,503,500,3,1403,1703,3106,81,143,34,40,69,0,0
คุรุราษฎร์รังสฤษฏ์,303,252,51,769,985,1754,51,90,28,34,28,0,0
ด่านทับตะโกราษฎร์อุปถัมภ์,65,16,49,253,271,524,16,26,16,9,1,0,0
วัดสันติการามวิทยาในพระบรมราชานุเคราะห์,73,73,0,204,216,420,13,23,14,6,3,0,0
ราชโบริกานุเคราะห์,375,375,0,1245,2320,3565,94,123,11,40,71,1,0
แคทรายวิทยา,40,17,23,42,34,76,5,6,0,0,6,0,0
บรมราชินีนาถราชวิทยาลัย,,,,42,34,76,5,6,0,0,6,0,0
รัฐราษฎร์อุปถัมภ์,135,121,14,428,400,828,25,33,11,5,17,0,0
โสภณศิริราษฎร์,125,123,2,254,256,510,15,19,8,3,8,0,0
บ้านคาวิทยา,153,124,29,356,424,780,22,31,15,9,7,0,0
สายธรรมจันทร์,,,,356,424,780,22,31,15,9,7,0,0
โพธาวัฒนาเสนี,374,374,99,1153,1561,2714,66,101,39,32,30,0,0
ประสาทรัฐประชากิจ,118,108,10,518,565,1083,31,51,21,20,10,0,0
หนองปลาหมอพิทยาคม,150,120,5,155,142,297,14,10,3,4,3,0,0
โพหัก,32,32,0,111,77,188,8,11,5,6,0,0,0
หนองโพวิทยา,109,88,21,390,128,518,15,22,8,7,7,0,0
เตรียมอุดมศึกษาพัฒนาการราชบุรี,,,,390,128,518,15,22,8,7,7,0,0
ช่องพรานวิทยา,82,82,0,302,304,606,21,20,14,2,4,0,0
เนกขัมวิทยา,90,63,25,88,62,150,6,9,3,3,3,0,0
มัธยมวัดดอนตูม,194,180,14,294,315,609,20,21,5,1,15,0,0
ท่ามะขามวิทยา,128,118,10,178,165,343,15,14,1,4,9,0,0
บางแพปฐมพิทยา,233,218,0,481,530,1011,31,42,17,8,17,0,0
กรับใหญ่ว่องกุศลกิจพิทยาคม,125,125,0,542,505,1047,29,40,10,15,15,0,0
รัตนราษฎร์บำรุง,362,362,0,1071,1617,2688,67,110,42,41,26,1,0
เทพศิรินทร์ลาดหญ้ากาญจนบุรี,105,105,0,403,444,847,26,35,11,11,12,1,0
ท่าม่วงราษฎร์บำรุง,165,150,15,786,923,1709,49,62,21,18,23,0,0
หนองขาวโกวิทพิทยาคม,85,45,40,70,65,135,7,8,2,3,3,0,0
พังตรุราษฎร์รังสรรค์,121,65,56,104,57,161,7,13,5,3,5,0,0
ด่านมะขามเตี้ยวิทยาคม,83,83,0,525,618,1143,31,48,31,16,1,0,0
วิสุทธรังษี,,,,525,618,1143,31,48,31,16,1,0,0
กาญจนานุเคราะห์,807,732,75,946,2846,3792,104,134,57,49,28,0,0
เทพมงคลรังษี,210,175,35,963,740,1703,56,48,14,19,15,0,0
หนองตากยาตั้งวิริยะราษฎร์บำรุง,35,27,8,138,152,290,12,12,6,4,2,0,0
เฉลิมพระเกียรติสมเด็จพระศรีนครินทร์กาญจนบุรี,288,288,0,434,823,1257,37,64,14,32,18,0,0
บ่อพลอยรัชดาภิเษก,164,151,13,481,575,1056,41,48,24,15,9,0,0
ท่ามะกาวิทยาคม,280,280,50,771,1153,1924,54,87,32,24,31,0,0
พนมทวนชนูปถัมภ์,110,70,70,349,457,806,28,31,6,10,15,0,0
หนองรีประชานิมิต,104,104,0,380,468,848,24,27,18,6,3,0,0
พระแท่นดงรังวิทยาคาร,135,110,45,436,488,924,28,42,16,12,14,0,0
พนมทวนพิทยาคม(สว่างเคลิ้มสุคนธสิทธิ์อุปถัมภ์),40,40,0,91,176,267,12,18,5,7,6,0,0
นิวิฐราษฎร์อุปถัมภ์,86,86,0,229,205,434,18,16,8,4,4,0,0
ท่ามะกาปุญสิริวิทยา,44,38,6,61,64,125,8,6,6,0,0,0,0
ท่าเรือพิทยาคม,65,60,4,138,137,275,11,9,1,3,5,0,0
เลาขวัญราษฎร์บำรุง,79,72,7,438,555,993,30,35,18,13,4,0,0
หนองปรือพิทยาคม,38,37,1,119,127,246,12,8,4,3,1,0,0
ประชามงคล,,,,119,127,246,12,8,4,3,1,0,0
ห้วยกระเจาพิทยาคม,27,9,18,158,197,355,14,14,5,6,3,0,0
ไทรโยคมณีกาญจน์วิทยา,184,143,41,532,521,1053,36,30,14,12,4,0,0
ศรีสวัสดิ์พิทยาคม,102,80,22,197,196,393,17,21,10,9,2,0,0
ทองผาภูมิวิทยา,86,73,0,437,446,883,31,30,16,10,4,0,0
อุดมสิทธิศึกษา,100,76,14,669,983,1652,46,36,30,5,1,0,0
ไทรโยคน้อยวิทยา,,,,669,983,1652,46,36,30,5,1,0,0
ร่มเกล้ากาญจนบุรี,,,,669,983,1652,46,36,30,5,1,0,0
ตลิ่งชันวิทยา,103,68,34,276,263,539,20,29,4,5,20,0,0
กรรณสูตศึกษาลัย,520,520,0,1815,1035,2850,70,131,48,30,53,0,0
สงวนหญิง,,,,1815,1035,2850,70,131,48,30,53,0,0
หรรษาสุจิตต์วิทยา2,,,,1815,1035,2850,70,131,48,30,53,0,0
สรวงสุทธาวิทยา,94,83,11,161,132,293,12,17,9,5,3,0,0
วังหว้าราษฎร์สามัคคี,45,44,1,107,115,222,12,14,1,7,6,0,0
กาญจนาภิเษกวิทยาลัยสุพรรณบุรี,350,270,80,1043,1319,2362,72,98,25,30,43,0,0
ศรีประจันต์(เมธีประมุข),253,247,0,448,446,894,27,31,22,2,7,0,0
บางปลาม้า(สูงสุมารผดุงวิทย์),230,205,0,971,1049,2020,57,91,40,22,29,0,0
สวนแตงวิทยา,68,41,27,356,394,750,22,32,8,10,14,0,0
บางแม่หม้ายรัฐราษฎร์รังสฤษดิ์,25,25,0,114,95,209,12,15,0,4,11,0,0
บ่อสุพรรณวิทยา,68,68,0,135,137,272,12,7,5,1,1,0,0
สองพี่น้องวิทยา,83,72,8,332,353,685,21,35,4,13,18,0,0
อู่ทองศึกษาลัย,133,106,20,484,524,1008,31,44,26,9,9,0,0
สระยายโสมวิทยา,128,102,26,229,249,478,17,26,13,5,8,0,0
ดอนคาวิทยา,124,77,0,331,399,730,20,30,12,2,16,0,0
บรรหารแจ่มใสวิทยา5,88,88,0,309,327,636,20,30,5,7,18,0,0
หนองวัลย์เปรียงวิทยา,83,62,15,115,110,225,12,13,5,3,5,0,0
สระกระโจมโสภณพิทยา,133,90,43,299,263,562,18,23,4,10,9,0,0
บรรหารแจ่มใสวิทยา1,260,260,0,1093,1158,2251,57,103,55,15,33,0,0
อู่ทอง,4,334,10,1130,1708,2838,70,117,56,20,41,0,0
บางลี่วิทยา,205,195,10,551,788,1339,37,59,19,7,33,0,0
บรรหารแจ่มใสวิทยา3,510,510,0,1105,1606,2711,70,96,32,35,29,0,0
บ่อกรุวิทยา,58,40,18,194,210,404,12,22,10,4,8,0,0
ทุ่งแฝกพิทยาคม,57,51,0,146,153,299,12,13,4,2,7,0,0
ทุ่งคลีโคกช้างวิทยา,41,30,11,58,45,103,6,10,4,3,3,0,0
บรรหารแจ่มใสวิทยา6,110,97,13,225,177,402,15,15,1,2,12,0,0
บรรหารแจ่มใสวิทยา7,39,34,0,93,84,177,13,10,3,1,6,0,0
หนองหญ้าไซวิทยา,120,120,0,655,632,1287,40,48,17,16,15,0,0
ธรรมโชติศึกษาลัย,279,269,10,1019,1115,2134,57,68,19,22,27,0,0
สามชุกรัตนโภคาราม,230,173,5,916,1117,2033,59,80,22,18,39,1,0
ด่านช้างวิทยา,32,32,0,254,285,539,18,29,15,5,9,0,0
พระปฐมวิทยาลัย,315,314,1,1980,1624,3604,96,122,36,51,35,0,0
ราชินีบูรณะ,552,522,30,0,2993,2993,78,133,57,39,36,1,0
พระปฐมวิทยาลัย2หลวงพ่อเงินอนุสรณ์,89,66,23,354,190,544,19,20,7,6,7,0,0
ศรีวิชัยวิทยา,270,235,45,1005,785,1790,51,70,11,20,39,0,0
สระกะเทียมวิทยาคม(สังวรเจษฎ์ประภาคมอุปถัมภ์),86,66,20,218,185,403,15,23,4,6,13,0,0
วัดห้วยจรเข้วิทยาคม,185,220,22,1331,817,2148,57,73,28,32,13,0,0
โพรงมะเดื่อวิทยาคม,146,146,0,302,256,558,21,27,9,8,10,0,0
สิรินธรราชวิทยาลัย,338,338,0,929,1750,2679,84,118,27,38,53,0,0
กำแพงแสนวิทยา,,,,929,1750,2679,84,118,27,38,53,0,0
มัธยมฐานบินกำแพงแสน,396,382,14,1177,1549,2726,67,110,57,35,18,0,0
ศาลาตึกวิทยา,121,91,30,286,244,530,16,31,12,9,10,0,0
คงทองวิทยา,254,254,0,945,1029,1974,55,78,31,26,21,0,0
บ้านหลวงวิทยา,68,68,0,154,148,302,12,15,4,3,8,0,0
งิ้วรายบุญมีรังสฤษดิ์,71,71,0,119,118,237,12,11,3,3,5,0,0
ภัทรญาณวิทยา,178,177,1,640,632,1272,37,46,27,14,5,0,0
อุบลรัตนราชกัญญาราชวิทยาลัยนครปฐม,,,,640,632,1272,37,46,27,14,5,0,0
พลอยจาตุรจินดา,62,27,35,128,54,182,6,8,3,4,1,0,0
แหลมบัววิทยา,40,34,6,62,59,121,9,7,6,0,1,0,0
เพิ่มวิทยา,84,83,1,130,91,221,12,12,4,7,1,0,0
บางเลนวิทยา,61,80,30,351,378,729,27,31,8,14,9,0,0
บางหลวงวิทยา,75,41,34,154,131,285,12,17,7,5,5,0,0
สถาพรวิทยา,45,45,0,162,151,313,12,12,7,3,2,0,0
